text,sentiment,tokens
i miss senior week!  I miss getting drunk by the beach and meeting strangers... ...next year. hopefully.,0,"['i', 'miss', 'senior', 'week', '!', ' ', 'i', 'miss', 'getting', 'drunk', 'by', 'the', 'beach', 'and', 'meeting', 'strangers', '...', '...', 'next', 'year', '.', 'hopefully', '.']"
I never get tired of the office. ,1,"['i', 'never', 'get', 'tired', 'of', 'the', 'office', '.']"
@robertlay I'm thinking that perhaps the fact I only slept about three hours last night is affecting me ... ,1,"['@robertlay', 'i', ""'m"", 'thinking', 'that', 'perhaps', 'the', 'fact', 'i', 'only', 'slept', 'about', 'three', 'hours', 'last', 'night', 'is', 'affecting', 'me', '...']"
is feeling icky....I dont like being sick ,0,"['is', 'feeling', 'icky', '....', 'i', 'do', 'nt', 'like', 'being', 'sick']"
@MarqJacob ok that's fine ,1,"['@marqjacob', 'ok', 'that', ""'s"", 'fine']"
"Just got done work....long, long,long day.  sorry to have missed @ggnkap @pastortomr  and @brianlaker at the meeting tonight. sorry guys. ",0,"['just', 'got', 'done', 'work', '....', 'long', ',', 'long', ',', 'long', 'day', '.', ' ', 'sorry', 'to', 'have', 'missed', '@ggnkap', '@pastortomr', ' ', 'and', '@brianlaker', 'at', 'the', 'meeting', 'tonight', '.', 'sorry', 'guys', '.']"
"Had a nice, long shower  No more pool hair! yayyy! I'm starting to completely hate Myspace.. I'm always getting randomly logged off.",1,"['had', 'a', 'nice', ',', 'long', 'shower', ' ', 'no', 'more', 'pool', 'hair', '!', 'yayyy', '!', 'i', ""'m"", 'starting', 'to', 'completely', 'hate', 'myspace', '..', 'i', ""'m"", 'always', 'getting', 'randomly', 'logged', 'off', '.']"
@dannywood i love you! i love your positivity! I am looking forward to meeting you in INDONESIA.  @nkotb,1,"['@dannywood', 'i', 'love', 'you', '!', 'i', 'love', 'your', 'positivity', '!', 'i', 'am', 'looking', 'forward', 'to', 'meeting', 'you', 'in', 'indonesia', '.', ' ', '@nkotb']"
@mikebutcher Prostitute ,1,"['@mikebutcher', 'prostitute']"
Shane's car was in a  car accident today  didn't end up going to london  sorry friends!,0,"['shane', ""'s"", 'car', 'was', 'in', 'a', ' ', 'car', 'accident', 'today', ' ', 'did', ""n't"", 'end', 'up', 'going', 'to', 'london', ' ', 'sorry', 'friends', '!']"
@RobbySTEREOS wish i could have came ,0,"['@robbystereos', 'wish', 'i', 'could', 'have', 'came']"
"@ShaitanDevil Ð¿Ð¾Ñ?Ð»ÐµÐ´Ð½ÐµÐµ Ð²ÑÐµÐ¼Ñ? Ñ?Ð¿Ð»Ñ 11-13 ÑÐ°Ñ?Ð¾Ð², Ñ?Ð¾Ð²ÐµÑÑÐµÐ½Ð½Ð¾ Ð±ÐµÑ?Ð¿Ð¾Ð»ÐµÐ·Ð½Ð¾ ",1,"['@shaitandevil', 'ð¿ð¾ñ?ð»ðµð´ð½ðµðµ', 'ð²ñ\x80ðµð¼ñ', '?', 'ñ?ð¿ð»ñ\x8e', '11', '-', '13', 'ñ\x87ð', '°', 'ñ?ð¾ð²', ',', 'ñ?ð¾ð²ðµñ\x80ñ\x88ðµð½ð½ð¾', 'ð±ðµñ?ð¿ð¾ð»ðµð·ð½ð¾']"
aargh SE G900 is soo me  i want it !,0,"['aargh', 'se', 'g900', 'is', 'soo', 'me', ' ', 'i', 'want', 'it', '!']"
"Lost my first bet.  Teraath, you failed me. ",0,"['lost', 'my', 'first', 'bet', '.', ' ', 'teraath', ',', 'you', 'failed', 'me', '.']"
Gonna hang with the 18 and up.  what? They're legal.,1,"['gon', 'na', 'hang', 'with', 'the', '18', 'and', 'up', '.', ' ', 'what', '?', 'they', ""'re"", 'legal', '.']"
"hello twitter, it is time to post random shit on a website that barley anyone uses  how lame :S",1,"['hello', 'twitter', ',', 'it', 'is', 'time', 'to', 'post', 'random', 'shit', 'on', 'a', 'website', 'that', 'barley', 'anyone', 'uses', ' ', 'how', 'lame', ':', 's']"
need intellisense with the &quot;dynamic&quot; keyword  #beta1,1,"['need', 'intellisense', 'with', 'the', '&', 'quot;dynamic&quot', ';', 'keyword', ' ', '#', 'beta1']"
"JFO's getting upgraded apache stuff. Means little to most of you, except better service ",1,"['jfo', ""'s"", 'getting', 'upgraded', 'apache', 'stuff', '.', 'means', 'little', 'to', 'most', 'of', 'you', ',', 'except', 'better', 'service']"
"hate,hate, defrosting the freezer ",0,"['hate', ',', 'hate', ',', 'defrosting', 'the', 'freezer']"
this is nice: tweet others the way you want to be tweeted. ,1,"['this', 'is', 'nice', ':', 'tweet', 'others', 'the', 'way', 'you', 'want', 'to', 'be', 'tweeted', '.']"
@aianna21 There's a party happening in my head right now. It's a little dull actually. Seems like nobody wants to learn about EC law ,0,"['@aianna21', 'there', ""'s"", 'a', 'party', 'happening', 'in', 'my', 'head', 'right', 'now', '.', 'it', ""'s"", 'a', 'little', 'dull', 'actually', '.', 'seems', 'like', 'nobody', 'wants', 'to', 'learn', 'about', 'ec', 'law']"
@heidimontag Looking at some good art grad schools in cali online. Is cali cracked up to all it's supposed to be? ,1,"['@heidimontag', 'looking', 'at', 'some', 'good', 'art', 'grad', 'schools', 'in', 'cali', 'online', '.', 'is', 'cali', 'cracked', 'up', 'to', 'all', 'it', ""'s"", 'supposed', 'to', 'be', '?']"
Combing hair and bathin kids when we should be outside ,0,"['combing', 'hair', 'and', 'bathin', 'kids', 'when', 'we', 'should', 'be', 'outside']"
my little cousin is here and is really annoying ,1,"['my', 'little', 'cousin', 'is', 'here', 'and', 'is', 'really', 'annoying']"
"Went back to gears of war 2 for some online fun, only to be greeted with the same shitty match making bollocks  gears 2 online is shite.",0,"['went', 'back', 'to', 'gears', 'of', 'war', '2', 'for', 'some', 'online', 'fun', ',', 'only', 'to', 'be', 'greeted', 'with', 'the', 'same', 'shitty', 'match', 'making', 'bollocks', ' ', 'gears', '2', 'online', 'is', 'shite', '.']"
"@burhop im really bummed, truly. Hopefully you can give me the cliff notes version over coffee. My treat ",1,"['@burhop', 'i', 'm', 'really', 'bummed', ',', 'truly', '.', 'hopefully', 'you', 'can', 'give', 'me', 'the', 'cliff', 'notes', 'version', 'over', 'coffee', '.', 'my', 'treat']"
I hate sore throats. ,0,"['i', 'hate', 'sore', 'throats', '.']"
"@BaronVonMolden the Aconcagua in jan so will be now preparing for that one, just had a week or 2 rest after last one, thanks for sponsor ",1,"['@baronvonmolden', 'the', 'aconcagua', 'in', 'jan', 'so', 'will', 'be', 'now', 'preparing', 'for', 'that', 'one', ',', 'just', 'had', 'a', 'week', 'or', '2', 'rest', 'after', 'last', 'one', ',', 'thanks', 'for', 'sponsor']"
hated this weekend  i want a new one  i wanna be happy {that sounds way too emo u.u not cool hahaha},0,"['hated', 'this', 'weekend', ' ', 'i', 'want', 'a', 'new', 'one', ' ', 'i', 'wanna', 'be', 'happy', '{', 'that', 'sounds', 'way', 'too', 'emo', 'u.u', 'not', 'cool', 'hahaha', '}']"
OMG.... Kitten is asleep.. WOW. When to bed at about 8:30. Whatever my mom did. Thank you. ,1,"['omg', '....', 'kitten', 'is', 'asleep', '..', 'wow', '.', 'when', 'to', 'bed', 'at', 'about', '8:30', '.', 'whatever', 'my', 'mom', 'did', '.', 'thank', 'you', '.']"
"@littlebead you're so lucky, Ocado don't deliver to my postcode  No, I don't live in the middle of a field in the back end of nowhere lol",0,"['@littlebead', 'you', ""'re"", 'so', 'lucky', ',', 'ocado', 'do', ""n't"", 'deliver', 'to', 'my', 'postcode', ' ', 'no', ',', 'i', 'do', ""n't"", 'live', 'in', 'the', 'middle', 'of', 'a', 'field', 'in', 'the', 'back', 'end', 'of', 'nowhere', 'lol']"
@macNC40 aww  thanks for trying though! &lt;333,0,"['@macnc40', 'aww', ' ', 'thanks', 'for', 'trying', 'though', '!', '&', 'lt;333']"
@PhoenixJade @safeword just some stupid twitter game  I just started it this morning,1,"['@phoenixjade', '@safeword', 'just', 'some', 'stupid', 'twitter', 'game', ' ', 'i', 'just', 'started', 'it', 'this', 'morning']"
@soy_zombies IA D: stuff like that scares me ,0,"['@soy_zombies', 'ia', 'd', ':', 'stuff', 'like', 'that', 'scares', 'me']"
planning out the SF trip tomorrow. ,1,"['planning', 'out', 'the', 'sf', 'trip', 'tomorrow', '.']"
Another successful show then an awesome evening with Ken by the river! God is faithful! Life is good! ,1,"['another', 'successful', 'show', 'then', 'an', 'awesome', 'evening', 'with', 'ken', 'by', 'the', 'river', '!', 'god', 'is', 'faithful', '!', 'life', 'is', 'good', '!']"
@Miss_BossLady Hope your having a good day. Been swimming in that pool yet? ,1,"['@miss_bosslady', 'hope', 'your', 'having', 'a', 'good', 'day', '.', 'been', 'swimming', 'in', 'that', 'pool', 'yet', '?']"
Eating together with Renee for the very last time  @ Rotterdam,0,"['eating', 'together', 'with', 'renee', 'for', 'the', 'very', 'last', 'time', ' ', '@', 'rotterdam']"
Check me out with my new flash facebook URL! facebook.com/hannahrosekeys - Someone named Hannah Keys got there first ,0,"['check', 'me', 'out', 'with', 'my', 'new', 'flash', 'facebook', 'url', '!', 'facebook.com/hannahrosekeys', '-', 'someone', 'named', 'hannah', 'keys', 'got', 'there', 'first']"
"arghhh im shaking so bad, just killed a spider i think.. i dunno where it's went ",0,"['arghhh', 'i', 'm', 'shaking', 'so', 'bad', ',', 'just', 'killed', 'a', 'spider', 'i', 'think', '..', 'i', 'dunno', 'where', 'it', ""'s"", 'went']"
amazing.. too bad for susan boyle though  http://bit.ly/kQnlY,0,"['amazing', '..', 'too', 'bad', 'for', 'susan', 'boyle', 'though', ' ', 'http://bit.ly/kqnly']"
"@benyacobi hahaha! Also, someone told me once not to watch the music vidoes-it clouds your judgement, don't you know! ",1,"['@benyacobi', 'hahaha', '!', 'also', ',', 'someone', 'told', 'me', 'once', 'not', 'to', 'watch', 'the', 'music', 'vidoes', '-', 'it', 'clouds', 'your', 'judgement', ',', 'do', ""n't"", 'you', 'know', '!']"
@TissieTC all I want is the video of the moment that Brian said 'oh you make me really happy' to me  that will make my eff life!,0,"['@tissietc', 'all', 'i', 'want', 'is', 'the', 'video', 'of', 'the', 'moment', 'that', 'brian', 'said', ""'"", 'oh', 'you', 'make', 'me', 'really', 'happy', ""'"", 'to', 'me', ' ', 'that', 'will', 'make', 'my', 'eff', 'life', '!']"
waiting for my daaaaddy  so long,0,"['waiting', 'for', 'my', 'daaaaddy', ' ', 'so', 'long']"
ugh cat woke me up and can't fall back asleep  2 nights in a row,0,"['ugh', 'cat', 'woke', 'me', 'up', 'and', 'ca', ""n't"", 'fall', 'back', 'asleep', ' ', '2', 'nights', 'in', 'a', 'row']"
@nnkiani ah fair enough... i would watch season 2 aswell tho.. its really really good ,1,"['@nnkiani', 'ah', 'fair', 'enough', '...', 'i', 'would', 'watch', 'season', '2', 'aswell', 'tho', '..', 'its', 'really', 'really', 'good']"
@pinkbunny69 work was...work!glad im not in tomorrow ,1,"['@pinkbunny69', 'work', 'was', '...', 'work!glad', 'i', 'm', 'not', 'in', 'tomorrow']"
"@michellechase that show about the earth with no peps is awesome, no?  also, rum and OJ, not so good ",0,"['@michellechase', 'that', 'show', 'about', 'the', 'earth', 'with', 'no', 'peps', 'is', 'awesome', ',', 'no', '?', ' ', 'also', ',', 'rum', 'and', 'oj', ',', 'not', 'so', 'good']"
packing with Babcia... what would I do without her ,1,"['packing', 'with', 'babcia', '...', 'what', 'would', 'i', 'do', 'without', 'her']"
@RobertHay Thanks ,1,"['@roberthay', 'thanks']"
im looking for bands to review and interview and promote for www.newbeats4u.com ,1,"['i', 'm', 'looking', 'for', 'bands', 'to', 'review', 'and', 'interview', 'and', 'promote', 'for', 'www.newbeats4u.com']"
SLOWEST DAY EVER. Starving. No food ,0,"['slowest', 'day', 'ever', '.', 'starving', '.', 'no', 'food']"
"I'm gonna annoy the crap out of you all! Jordan's in 2nd place  help out girls,VOTE 4 HIM &amp; RETWEET PLEASE! vote herehttp://bit.ly/G8Er7",0,"['i', ""'m"", 'gon', 'na', 'annoy', 'the', 'crap', 'out', 'of', 'you', 'all', '!', 'jordan', ""'s"", 'in', '2nd', 'place', ' ', 'help', 'out', 'girls', ',', 'vote', '4', 'him', '&', 'amp', ';', 'retweet', 'please', '!', 'vote', 'herehttp://bit.ly/g8er7']"
Tday is not my greatest day... Today is a horrible day ,0,"['tday', 'is', 'not', 'my', 'greatest', 'day', '...', 'today', 'is', 'a', 'horrible', 'day']"
Finishing a new mix ... ,1,"['finishing', 'a', 'new', 'mix', '...']"
ryt better start work  see u all later and have a lovely day XXXXXXXXx,0,"['ryt', 'better', 'start', 'work', ' ', 'see', 'u', 'all', 'later', 'and', 'have', 'a', 'lovely', 'day', 'xxxxxxxxx']"
"Also walked on treadmill for first time since surgery, got 15 slow mins before knee done. Couldn't even get heart rate over 105 ",0,"['also', 'walked', 'on', 'treadmill', 'for', 'first', 'time', 'since', 'surgery', ',', 'got', '15', 'slow', 'mins', 'before', 'knee', 'done', '.', 'could', ""n't"", 'even', 'get', 'heart', 'rate', 'over', '105']"
@shortstackband OMG . 9 tickets left for the Shortstack Show  Is this friday or Saturday's one?,0,"['@shortstackband', 'omg', '.', '9', 'tickets', 'left', 'for', 'the', 'shortstack', 'show', ' ', 'is', 'this', 'friday', 'or', 'saturday', ""'s"", 'one', '?']"
@mileycyrus why don't you talk to mee ?  x,1,"['@mileycyrus', 'why', 'do', ""n't"", 'you', 'talk', 'to', 'mee', '?', ' ', 'x']"
Can't believe it's the last day of holidays already ,0,"['ca', ""n't"", 'believe', 'it', ""'s"", 'the', 'last', 'day', 'of', 'holidays', 'already']"
today hasn't been so great tomo will be better ,1,"['today', 'has', ""n't"", 'been', 'so', 'great', 'tomo', 'will', 'be', 'better']"
@openmindedtorah patting myself on the back  and I'm a ffb! (I think),1,"['@openmindedtorah', 'patting', 'myself', 'on', 'the', 'back', ' ', 'and', 'i', ""'m"", 'a', 'ffb', '!', '(', 'i', 'think', ')']"
so tired  home alone tonight.  ehhh.,0,"['so', 'tired', ' ', 'home', 'alone', 'tonight', '.', ' ', 'ehhh', '.']"
Even with good sleeps I still feel like a big sack ,0,"['even', 'with', 'good', 'sleeps', 'i', 'still', 'feel', 'like', 'a', 'big', 'sack']"
Fantasy writer David Eddings dies in Carson City home   http://ping.fm/sZ5jT,0,"['fantasy', 'writer', 'david', 'eddings', 'dies', 'in', 'carson', 'city', 'home', '  ', 'http://ping.fm/sz5jt']"
TRYING not to panic :| i never thought i'd say this but.... i don't want to miss school  my blockmates share the same sentiments...,0,"['trying', 'not', 'to', 'panic', ':|', 'i', 'never', 'thought', 'i', ""'d"", 'say', 'this', 'but', '....', 'i', 'do', ""n't"", 'want', 'to', 'miss', 'school', ' ', 'my', 'blockmates', 'share', 'the', 'same', 'sentiments', '...']"
Anyone can recommend a good book? the ones im waiting on wont be released til august and later ,0,"['anyone', 'can', 'recommend', 'a', 'good', 'book', '?', 'the', 'ones', 'i', 'm', 'waiting', 'on', 'wo', 'nt', 'be', 'released', 'til', 'august', 'and', 'later']"
such a beautiful day today x looking forward to little hampton next thursday shuld b jokes but bk to english gcse coursework in year 9 ,0,"['such', 'a', 'beautiful', 'day', 'today', 'x', 'looking', 'forward', 'to', 'little', 'hampton', 'next', 'thursday', 'shuld', 'b', 'jokes', 'but', 'bk', 'to', 'english', 'gcse', 'coursework', 'in', 'year', '9']"
Using TweetDeck! It`s so cooool  Watching Matilda! ,1,"['using', 'tweetdeck', '!', 'it`s', 'so', 'cooool', ' ', 'watching', 'matilda', '!']"
Now its time for homework all day!!!!! ,0,"['now', 'its', 'time', 'for', 'homework', 'all', 'day', '!', '!', '!', '!', '!']"
isnt going to sleep tonight with the incoming storm...  &lt;-15 &amp; 20 days!!-&gt;,0,"['is', 'nt', 'going', 'to', 'sleep', 'tonight', 'with', 'the', 'incoming', 'storm', '...', ' ', '&', 'lt;-15', '&', 'amp', ';', '20', 'days!!-&gt', ';']"
i love peanut butter. goodnight. ,1,"['i', 'love', 'peanut', 'butter', '.', 'goodnight', '.']"
"@C_J_Stuart Unfortunately not yet, I am still without licence. ",0,"['@c_j_stuart', 'unfortunately', 'not', 'yet', ',', 'i', 'am', 'still', 'without', 'licence', '.']"
i have to swim today for P.E. and i HATE swimming at school. ahhh save me ,0,"['i', 'have', 'to', 'swim', 'today', 'for', 'p.e', '.', 'and', 'i', 'hate', 'swimming', 'at', 'school', '.', 'ahhh', 'save', 'me']"
"@DuckDd yup im an early bird today,its ma bday nd im happy ",1,"['@duckdd', 'yup', 'i', 'm', 'an', 'early', 'bird', 'today', ',', 'its', 'ma', 'bday', 'nd', 'i', 'm', 'happy']"
watching john and Kate.... They're seperating.... ,0,"['watching', 'john', 'and', 'kate', '....', 'they', ""'re"", 'seperating', '....']"
"@tsuishui Yes, but believed the global name of Ketchum will not change. Only the Europe arm have bigger changes ",1,"['@tsuishui', 'yes', ',', 'but', 'believed', 'the', 'global', 'name', 'of', 'ketchum', 'will', 'not', 'change', '.', 'only', 'the', 'europe', 'arm', 'have', 'bigger', 'changes']"
@Keiyaunna OH FACK U GAVE ME POLICE THATS SOME SERIOUSE SHIT ,0,"['@keiyaunna', 'oh', 'fack', 'u', 'gave', 'me', 'police', 'that', 's', 'some', 'seriouse', 'shit']"
You know that 'rule' that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger! ,0,"['you', 'know', 'that', ""'"", 'rule', ""'"", 'that', 'says', 'always', 'point', 'the', 'knife', 'away', 'from', 'you', '?', 'just', ' ', 'learned', 'my', 'lesson', 'on', 'that', 'one', '!', 'straight', 'through', 'my', 'finger', '!']"
so street construction outside has made doorway to the bathroom much much more narrow. i can't close the damn door. ,0,"['so', 'street', 'construction', 'outside', 'has', 'made', 'doorway', 'to', 'the', 'bathroom', 'much', 'much', 'more', 'narrow', '.', 'i', 'ca', ""n't"", 'close', 'the', 'damn', 'door', '.']"
love nate..sorry tommy you can't jerk  haha,0,"['love', 'nate', '..', 'sorry', 'tommy', 'you', 'ca', ""n't"", 'jerk', ' ', 'haha']"
Have you ever had one of those days where you just felt like crying...that's how I feel right now ,0,"['have', 'you', 'ever', 'had', 'one', 'of', 'those', 'days', 'where', 'you', 'just', 'felt', 'like', 'crying', '...', 'that', ""'s"", 'how', 'i', 'feel', 'right', 'now']"
I have been a busy bee. Promotion @ work means more responsibilities w/out compensation ,0,"['i', 'have', 'been', 'a', 'busy', 'bee', '.', 'promotion', '@', 'work', 'means', 'more', 'responsibilities', 'w', '/', 'out', 'compensation']"
back in e office. its only a 1 hour shopping spree... but now i hv no mood 2 work! what's worst is there's a meeting in 15 mins time. ,0,"['back', 'in', 'e', 'office', '.', 'its', 'only', 'a', '1', 'hour', 'shopping', 'spree', '...', 'but', 'now', 'i', 'hv', 'no', 'mood', '2', 'work', '!', 'what', ""'s"", 'worst', 'is', 'there', ""'s"", 'a', 'meeting', 'in', '15', 'mins', 'time', '.']"
"Okay, now I'm going out to grill some marshmallows, yummy, ",1,"['okay', ',', 'now', 'i', ""'m"", 'going', 'out', 'to', 'grill', 'some', 'marshmallows', ',', 'yummy', ',']"
@nathanrdotca@nathanrdotca ooc: I'm sorry today isn't great. we'll be here when u r  )hugs( feel better,1,"['@nathanrdotca@nathanrdotca', 'ooc', ':', 'i', ""'m"", 'sorry', 'today', 'is', ""n't"", 'great', '.', 'we', ""'ll"", 'be', 'here', 'when', 'u', 'r', ' ', ')', 'hugs', '(', 'feel', 'better']"
"I want to see Estelle and N.E.R.D at Dillo Day! Sigh. Miss you, NU. ",0,"['i', 'want', 'to', 'see', 'estelle', 'and', 'n.e.r.d', 'at', 'dillo', 'day', '!', 'sigh', '.', 'miss', 'you', ',', 'nu', '.']"
Had a little romantic date with suzy in uptown ,1,"['had', 'a', 'little', 'romantic', 'date', 'with', 'suzy', 'in', 'uptown']"
My mum lost her battle with cancer today  x,0,"['my', 'mum', 'lost', 'her', 'battle', 'with', 'cancer', 'today', ' ', 'x']"
Hello world! Its a new day and im feeling good! ,1,"['hello', 'world', '!', 'its', 'a', 'new', 'day', 'and', 'i', 'm', 'feeling', 'good', '!']"
"happy birthday to meeee, give me lots of weed ",1,"['happy', 'birthday', 'to', 'meeee', ',', 'give', 'me', 'lots', 'of', 'weed']"
"Ugh, I feel sick  Oh well, as long as I don't pas out again I'm happy.",0,"['ugh', ',', 'i', 'feel', 'sick', ' ', 'oh', 'well', ',', 'as', 'long', 'as', 'i', 'do', ""n't"", 'pas', 'out', 'again', 'i', ""'m"", 'happy', '.']"
"@atmuraoka710 Ya, I know they were hard!  But I procrastinated but then I said,&quot;Ya know, I'm just gonna do these!&quot; xD I hate poems!!!!",0,"['@atmuraoka710', 'ya', ',', 'i', 'know', 'they', 'were', 'hard', '!', ' ', 'but', 'i', 'procrastinated', 'but', 'then', 'i', 'said,&quot;ya', 'know', ',', 'i', ""'m"", 'just', 'gon', 'na', 'do', 'these!&quot', ';', 'xd', 'i', 'hate', 'poems', '!', '!', '!', '!']"
"@alisonpace @househomeauthor Thank you, thank you for the kind words about Time of My Life! (It never gets old.) ",1,"['@alisonpace', '@househomeauthor', 'thank', 'you', ',', 'thank', 'you', 'for', 'the', 'kind', 'words', 'about', 'time', 'of', 'my', 'life', '!', '(', 'it', 'never', 'gets', 'old', '.', ')']"
"Finally celebrating 8th June, ai-tai-li-yon food ",1,"['finally', 'celebrating', '8th', 'june', ',', 'ai', '-', 'tai', '-', 'li', '-', 'yon', 'food']"
is going to sleep now.. nyt everyone  (sleeping) http://plurk.com/p/129200,0,"['is', 'going', 'to', 'sleep', 'now', '..', 'nyt', 'everyone', ' ', '(', 'sleeping', ')', 'http://plurk.com/p/129200']"
Fucken stupid teacher wont hand out the finals already! Imma forget everything  ah ah ah,0,"['fucken', 'stupid', 'teacher', 'wo', 'nt', 'hand', 'out', 'the', 'finals', 'already', '!', 'imma', 'forget', 'everything', ' ', 'ah', 'ah', 'ah']"
@DiamondEmory Robert i fine ,1,"['@diamondemory', 'robert', 'i', 'fine']"
@MiloLabradoodle I'll give him a snuggle from your mom. ,1,"['@milolabradoodle', 'i', ""'ll"", 'give', 'him', 'a', 'snuggle', 'from', 'your', 'mom', '.']"
"@altimet oh yessss... they sure do  should've told me, could've brought Jaffa cakes back 4 u too... haha",1,"['@altimet', 'oh', 'yessss', '...', 'they', 'sure', 'do', ' ', 'should', ""'ve"", 'told', 'me', ',', 'could', ""'ve"", 'brought', 'jaffa', 'cakes', 'back', '4', 'u', 'too', '...', 'haha']"
"just had pork chops apple sauce &amp; peas 4 dinner,  eddie just fell asleep on the couch  watchen  CSI  guess ill get a glass of wine ",1,"['just', 'had', 'pork', 'chops', 'apple', 'sauce', '&', 'amp', ';', 'peas', '4', 'dinner', ',', ' ', 'eddie', 'just', 'fell', 'asleep', 'on', 'the', 'couch', ' ', 'watchen', ' ', 'csi', ' ', 'guess', 'ill', 'get', 'a', 'glass', 'of', 'wine']"
Took out my contacts. Layin in my warm bed in a hoodie and sweats. Plus a scarf and hat. I be cold! ,0,"['took', 'out', 'my', 'contacts', '.', 'layin', 'in', 'my', 'warm', 'bed', 'in', 'a', 'hoodie', 'and', 'sweats', '.', 'plus', 'a', 'scarf', 'and', 'hat', '.', 'i', 'be', 'cold', '!']"
Am finally going to settle down tonight with a beer and create the Duct Tape Wallett I've had since Christmas. Fitting end to week ,1,"['am', 'finally', 'going', 'to', 'settle', 'down', 'tonight', 'with', 'a', 'beer', 'and', 'create', 'the', 'duct', 'tape', 'wallett', 'i', ""'ve"", 'had', 'since', 'christmas', '.', 'fitting', 'end', 'to', 'week']"
just watched dane cook's ISOLATED INCIDENT 3 times  haha AMAZING!!!!!!,1,"['just', 'watched', 'dane', 'cook', ""'s"", 'isolated', 'incident', '3', 'times', ' ', 'haha', 'amazing', '!', '!', '!', '!', '!', '!']"
I NEED SOME COFFEE... OH PLEASE ,0,"['i', 'need', 'some', 'coffee', '...', 'oh', 'please']"
"@URIENATOR dude! its not a BAR, its like a private room, i shoulda specified that ahah. u need only as much money as u want to bring! ",1,"['@urienator', 'dude', '!', 'its', 'not', 'a', 'bar', ',', 'its', 'like', 'a', 'private', 'room', ',', 'i', 'shoulda', 'specified', 'that', 'ahah', '.', 'u', 'need', 'only', 'as', 'much', 'money', 'as', 'u', 'want', 'to', 'bring', '!']"
@mileycyrus why do you was in germany ? Awwww... ,0,"['@mileycyrus', 'why', 'do', 'you', 'was', 'in', 'germany', '?', 'awwww', '...']"
restoring my blackberry ,0,"['restoring', 'my', 'blackberry']"
aw no its raining  am staying in now xx,0,"['aw', 'no', 'its', 'raining', ' ', 'am', 'staying', 'in', 'now', 'xx']"
@haejinee Thanks for the joke! I forgot about that 1.Hope u feel better soon! I had the flu while preggo w/ A and remember how it sucked! ,0,"['@haejinee', 'thanks', 'for', 'the', 'joke', '!', 'i', 'forgot', 'about', 'that', '1.hope', 'u', 'feel', 'better', 'soon', '!', 'i', 'had', 'the', 'flu', 'while', 'preggo', 'w/', 'a', 'and', 'remember', 'how', 'it', 'sucked', '!']"
@gklka http://bit.ly/2QU6u ElsÅ mondat: &quot;You can use iPhone 3G or later as a modem to connect...&quot; ,0,"['@gklka', 'http://bit.ly/2qu6u', 'elså\x91', 'mondat', ':', '&', 'quot;you', 'can', 'use', 'iphone', '3', 'g', 'or', 'later', 'as', 'a', 'modem', 'to', 'connect', '...', '&quot', ';']"
There seems to be no way to merge 5.1-files automatically in Logic Pro 8  I now try to bounce in the hopes of retaining all channels.,0,"['there', 'seems', 'to', 'be', 'no', 'way', 'to', 'merge', '5.1', '-', 'files', 'automatically', 'in', 'logic', 'pro', '8', ' ', 'i', 'now', 'try', 'to', 'bounce', 'in', 'the', 'hopes', 'of', 'retaining', 'all', 'channels', '.']"
So when is 8p Pacific Friday in UK Terms @twitter can't you make these messages relevant to the time zone of the user? ,1,"['so', 'when', 'is', '8p', 'pacific', 'friday', 'in', 'uk', 'terms', '@twitter', 'ca', ""n't"", 'you', 'make', 'these', 'messages', 'relevant', 'to', 'the', 'time', 'zone', 'of', 'the', 'user', '?']"
Third and FINAL rinse. ,1,"['third', 'and', 'final', 'rinse', '.']"
@random_bloke definately a shock for me- dreading it. Back to early nights. ,0,"['@random_bloke', 'definately', 'a', 'shock', 'for', 'me-', 'dreading', 'it', '.', 'back', 'to', 'early', 'nights', '.']"
@abhi_8812 try it urself.....u will meet some interesting ppl out there  happy tweeting,1,"['@abhi_8812', 'try', 'it', 'urself', '.....', 'u', 'will', 'meet', 'some', 'interesting', 'ppl', 'out', 'there', ' ', 'happy', 'tweeting']"
@danyella5 I DIDNT SEE U AT THE PARADE TODAY   I DIDNT EVEN SEE THE HOTEL U SAID YOU WERE BY.... MAYBE AT OUR NEXT EVENT LOL,0,"['@danyella5', 'i', 'did', 'nt', 'see', 'u', 'at', 'the', 'parade', 'today', '  ', 'i', 'did', 'nt', 'even', 'see', 'the', 'hotel', 'u', 'said', 'you', 'were', 'by', '....', 'maybe', 'at', 'our', 'next', 'event', 'lol']"
"@lnorthrup i WOULD , but they don't even tell you the total ... so I have no idea what it was going to cost ",0,"['@lnorthrup', 'i', 'would', ',', 'but', 'they', 'do', ""n't"", 'even', 'tell', 'you', 'the', 'total', '...', 'so', 'i', 'have', 'no', 'idea', 'what', 'it', 'was', 'going', 'to', 'cost']"
@MaxineBoyle_x anooo u 2 are lol that poor wee? aha girl just doin her job nd gettin a slaggin for it  ahaha.,0,"['@maxineboyle_x', 'anooo', 'u', '2', 'are', 'lol', 'that', 'poor', 'wee', '?', 'aha', 'girl', 'just', 'doin', 'her', 'job', 'nd', 'gettin', 'a', 'slaggin', 'for', 'it', ' ', 'ahaha', '.']"
